日期,项目,阶段,部门,具体任务,工时
08/12-08/18,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,设计2部,效果方案,21
08/12-08/18,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,,设计2部,"平面方案,效果方案,施工概算,彩平",11
08/12-08/18,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,设计2部,"效果方案更新,物料手册,疑问清单,施工答疑配合,施工图节点配合",31
08/12-08/18,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,设计2部,"扩初设计交底,设计交底",22
08/12-08/18,GS240081-JS01 南京航空航天大学金城学院活动中心设计项目,,设计2部,"概念方案,平面方案,效果方案",15
08/12-08/18,GS240084-BJ46 中航技广场商业一期改造设计项目,,设计2部,"概念方案,平面方案",10
08/12-08/18,GS240085-BJ47 硕达国际货运办公室改造设计施工项目,,设计2部,平面方案,13
08/12-08/18,会议培训及行政类工作,,设计2部,"公司会议,组内会议,填写表格,标准化执行",10.5
08/12-08/18,GS111 京东三号楼,,设计3部,京东幼儿园结算对接及沟通,3
08/12-08/18,GS240006-QG02 宝马汽车2024-2026年年框设计项目,,设计3部,"平面方案,MINI,MINI启动会",50
08/12-08/18,GS240017-BJ01 中信金属-BJ-办公室设计项目,,设计3部,"效果方案,勘察现场,甲方沟通,方案PPT更新",69
08/12-08/18,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,,设计3部,"投标报价,招标文件调整",2
08/12-08/18,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,设计3部,项目例会,18
08/12-08/18,GS240037-HB02 邢台面粉厂片区改造一期-地库设计项目,,设计3部,图纸意见沟通会,2
08/12-08/18,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,设计3部,"效果方案,甲方沟通,方案PPT更新,平面方案更新",21
08/12-08/18,GS240062-BJ28 博彦科技中关村软件园二层会议区改造项目,,设计3部,投标报价,19
08/12-08/18,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,设计3部,"材料确认会,商务报价,现场验线",11
08/12-08/18,GS240076-BJ39 伊藤忠华糖-BJ-正大中心办公室设计施工项目,,设计3部,客户汇报及价格更新,3
08/12-08/18,GS240082-BJ43 京东-BJ-酒综合展厅设计项目,,设计3部,概念方案,6
08/12-08/18,会议培训及行政类工作,,设计3部,团队内部会议,11
08/12-08/18,会议培训及行政类工作,,设计3部,公司例会、部门例会,3
08/12-08/18,金尚支持工作,,设计3部,协调会,1
08/12-08/18,宣传销售类工作,,设计3部,商务追款,2
08/12-08/18,GS240083-BJ45 横琴大厦办公室改造项目,,设计4部,平面方案,4
08/12-08/18,ISS23024-WH02 软通动力-武汉交付中心,,设计4部,扩初设计交底,16
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,设计4部,施工配合,60
08/12-08/18,ISS24133-NJ08 南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目 ,,设计4部,平面方案,80
08/12-08/18,GS111 京东三号楼,,深化部,设计变更图纸绘制，变更信息统计,5
08/12-08/18,GS230067-BJ09 金尚城溪-设计施工项目,,深化部,平面方案审图协助工作,2
08/12-08/18,GS230078-BJ11 北京嘉华学院设计项目,,深化部,门表详图绘制,1
08/12-08/18,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,深化部,E栋节点图绘制,11
08/12-08/18,GS240026-BJ06 北京嘉华学院软装设计项目,,深化部,节点图绘制,4
08/12-08/18,GS240031-BJ08 信达公寓设计项目,,深化部,设计交底、施工图纸绘制,26
08/12-08/18,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,深化部,根据物业审图意见补充图纸,3
08/12-08/18,GS240037-HB02 邢台面粉厂片区改造一期-地库设计项目,,深化部,根据甲方意见细化施工图纸,15
08/12-08/18,GS240064-BJ30 北京大学燕京学堂设计项目,,深化部,施工图纸绘制,44
08/12-08/18,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,深化部,A栋C栋施工图绘制，D栋设计变更绘制,155
08/12-08/18,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,深化部,节点图绘制,12
08/12-08/18,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,,深化部,高配图纸调整,1
08/12-08/18,ISS24081-BJ06 北京通州网络安全产业园服务器过渡工厂建设设计项目,,深化部,现场设计交底,5
08/12-08/18,会议培训及行政类工作,,深化部,,4
08/12-08/18,GS210096-BJ10 金尚澜设计施工项目,,私宅部,"平面方案,需求对接,梳理下一步具体工作内容",5
08/12-08/18,GS220080-BJ11 温哥华森林别墅设计施工项目,,私宅部,施工配合,4
08/12-08/18,GS230067-BJ09 金尚城溪-设计施工项目,,私宅部,"施工配合,效果方案更新,平面方案更新",48
08/12-08/18,GS240031-BJ08 信达公寓设计项目,,私宅部,"效果方案更新,扩初设计交底",10
08/12-08/18,GS240035-BJ11 世贸国际公寓设计施工项目,,私宅部,施工配合,1
08/12-08/18,GS240064-BJ30 北京大学燕京学堂设计项目,,私宅部,"扩初设计交底,施工图,施工配合",10
08/12-08/18,会议培训及行政类工作,,私宅部,,2
08/12-08/18,GS230078-BJ11 北京嘉华学院设计项目,,业务部Lina,施工配合工作,0.1
08/12-08/18,GS240017-BJ01 中信金属-BJ-办公室设计项目,,业务部Lina,设计效果图，补充报图审流程，找三家设计院，走流程,6
08/12-08/18,GS240022-NX01 中国矿业大学银川学院一期工程（剧场、艺体馆及当代艺术馆）设计项目,,业务部Lina,第四次汇报，共三家设计院，本周补充更新体育馆方案，计划下周二提交周三周四汇报,2
08/12-08/18,GS240023-GD02 华南农业大学珠江学院四会校区部分区域精装设计项目,,业务部Lina,设计结算，做设计增项洽商,2
08/12-08/18,GS240026-BJ06 北京嘉华学院软装设计项目,,业务部Lina,施工配合，设计结算，增加设计区域,2
08/12-08/18,GS240026-TJ01 天津嘉诚中学改造设计项目,,业务部Lina,现场配合,1
08/12-08/18,GS240028-BJ07 海淀文化艺术大厦设计项目,,业务部Lina,施工图中，启动预算清单,0.2
08/12-08/18,GS240036-BJ12 正午阳光影视公司,,业务部Lina,项目丢失，用项目做补偿,4
08/12-08/18,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,,业务部Lina,施工图中,1
08/12-08/18,GS240040-SH03 立达学院-SH-上海立达学院第三餐厅设计项目,,业务部Lina,第一笔设计费已付款，方案中,4
08/12-08/18,GS240041-BJ13 泓晟国际-BJ-泓晟国际22层设计项目,,业务部Lina,立项跟踪,0.1
08/12-08/18,GS240049-GD03 华南农业大学珠江学院从化校区设计项目,,业务部Lina,待集团审批设计区域,0.1
08/12-08/18,GS240059-BJ25 东来顺-BJ-新源里东来顺办公楼会客餐厅改造项目,,业务部Lina,合同流程中,8
08/12-08/18,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,,业务部Lina,平面更新，做估算，客户预算50-60万,4
08/12-08/18,GS240067-BJ33 中信集团-BJ-18层办公室设计项目,,业务部Lina,找三家设计院走投标流程,4
08/12-08/18,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,业务部Lina,申请设计费至效果图阶段，设计交底阶段,2
08/12-08/18,GS240072-BJ36 西安工商学院工程楼设计项目,,业务部Lina,待学校核算完结构，明确方向,0.5
08/12-08/18,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,业务部Lina,需做面积签署确认，走合同流程,2
08/12-08/18,GS240074-BJ37 北京利生体育用品商厦大楼改造项目,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,2
08/12-08/18,GS240075-BJ38 新中国儿童商店改造项目,,业务部Lina,立项跟踪,0.1
08/12-08/18,GS240080-BJ42 北方投资北方创业出租汽车多功能休息室设计项目,,业务部Lina,本周提交概念及平面，约汇报,4
08/12-08/18,GS240081-JS01 南京航空航天大学金城学院活动中心设计项目,,业务部Lina,项目暂停,1
08/12-08/18,GS240083-BJ45 横琴大厦办公室改造项目,,业务部Lina,改造立项，平面布置,0.1
08/12-08/18,会议培训及行政类工作,,业务部Lina,周例会,1
08/12-08/18,宣传销售类工作,,业务部Lina,宋庄艺术园区双方参观看考察，园区提升意向,1
08/12-08/18,宣传销售类工作,,业务部Lina,项目收款追踪，质保金，尾款,8
08/12-08/18,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,,业务部Tina,结算会,4
08/12-08/18,GS230067-BJ09 金尚城溪-设计施工项目,,业务部Tina,,24
08/12-08/18,GS240004-QG01 欧莱雅维保项目,,业务部Tina,墙面三合板开裂维修市场采购维修材料；周检,9
08/12-08/18,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,业务部Tina,沟通项目方案,2
08/12-08/18,GS240035-BJ11 世贸国际公寓设计施工项目,,业务部Tina,制作周报,2
08/12-08/18,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,业务部Tina,输出家具方案及报价单,4
08/12-08/18,GS240068-QG03 全国嘉楠2024小改造维修系列,,业务部Tina,局部强电改造,3
08/12-08/18,GS240085-BJ47 硕达国际货运办公室改造设计施工项目,,业务部Tina,,1
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,业务部Tina,现场手续办理及入场,20
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,业务部Tina,沟通及更新家具方案及窗帘样品,4
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,业务部Tina,项目会,6
08/12-08/18,ISS24118-NJ07 南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,,业务部Tina,现场管理,10
08/12-08/18,ISS24121-XA07 西安浐灞区前海人寿大厦15层1501-1503单元BANK中行业务ODC场地扩建项目,,业务部Tina,施工图调整,4
08/12-08/18,ISS24129-XA08 西安灞桥区前海人寿大厦13-14层BANK中行业务ODC场地新增无线AP改造项目,,业务部Tina,输出装饰施工图,2
08/12-08/18,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,,业务部Tina,平面方案输出,7
08/12-08/18,北京软通,,业务部Tina,维修改造,5
08/12-08/18,北京软通,,业务部Tina,跟软通定五层工位玻璃,6
08/12-08/18,北京软通,,业务部Tina,软通一层人性机器人实验室改造,45
08/12-08/18,北京软通,,业务部Tina,环保园门禁升级改造施工,18
08/12-08/18,北京软通,,业务部Tina,软通五层换工位玻璃,5
08/12-08/18,北京软通,,业务部Tina,软通咖啡厅加装强电插座,4
08/12-08/18,北京软通,,业务部Tina,北京软通一层展厅 家具询价及输出家具概算,10
08/12-08/18,会议培训及行政类工作,,业务部Tina,周会及巴航客户改造维修配合工作,2
08/12-08/18,会议培训及行政类工作,,业务部Tina,,6
08/12-08/18,全国软通,,业务部Tina,1、平面方案输出（东莞）；2、竣工图纸输出及更新（洛阳、重庆）,2
08/12-08/18,全国软通,,业务部Tina,结算项目跟进整理洽商及结算进度、项目进场资料协助处理,26
08/12-08/18,全国软通,,业务部Tina,小维修跟进安排施工等,15
08/12-08/18,全国软通,,业务部Tina,维修改造,10
08/12-08/18,全国软通,,业务部Tina,处理项目邮件，签署项目合同及补充协议流程，解决客户、审计相关项目问题及各部门沟通衔接。,38
08/12-08/18,全国软通,,业务部Tina,沟通回款,1
08/12-08/18,武汉软通,,业务部Tina,对接设计出C2栋10层审计图；找物业要原始图纸,9
08/12-08/18,武汉软通,,业务部Tina,花山C15栋3层改造对接现场情况；未来科技城C2栋会议室加强弱电对接现场情况,9
08/12-08/18,武汉软通,,业务部Tina,花山C15栋1层大屏故障维修,4
08/12-08/18,武汉软通,,业务部Tina,对接软通新来物业，清理搬运未来城、花山场地现场施工剩余材料,14
08/12-08/18,武汉软通,,业务部Tina,1、平面方案输出及调整；2、竣工图纸输出,28
08/12-08/18,武汉软通,,业务部Tina,沟通并输出武汉光谷信息城软件新城2期C15栋3层 2版图纸,14
08/12-08/18,西安软通,,业务部Tina,施工图纸输出及调整,8
08/12-08/18,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,,预算部,结算阶段（8.5h）,8.5
08/12-08/18,GS210071-BJ07 SOLANA蓝色港湾2#楼G层公区改造工程,,预算部,竣工结算阶段(4h),4
08/12-08/18,GS220034-BJ04 华控展示中心项目,,预算部,竣工结算阶段（4h),4
08/12-08/18,GS220060-SD08 丹拿汽车实验室,,预算部,竣工结算阶段（4h),4
08/12-08/18,GS220080-BJ11 温哥华森林别墅设计施工项目,,预算部,在施项目（4h）,4
08/12-08/18,GS230012-BJ03 菁英茶总部装饰装修工程,,预算部,竣工项目(1h),1
08/12-08/18,GS230012-BJ03 菁英茶总部装饰装修工程,,预算部,竣工项目(2h),2
08/12-08/18,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（36h）,36
08/12-08/18,GS230078-BJ11 北京嘉华学院设计项目,,预算部,设计项目（1h）,1
08/12-08/18,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,公司年度维修（3h）,3
08/12-08/18,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,零星事项(1h),1
08/12-08/18,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,质保期结束阶段（3.5h）,3.5
08/12-08/18,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,施工报价阶段（0.5h),0.5
08/12-08/18,GS240004-QG01 欧莱雅维保项目,,预算部,维保报价（3.5h）,3.5
08/12-08/18,GS240017-BJ01 中信金属-BJ-办公室设计项目,,预算部,项目概算阶段（13h),13
08/12-08/18,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,,预算部,投标项目(4h),4
08/12-08/18,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,预算部,施工项目：(4h）,4
08/12-08/18,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,预算部,投资估算（32h),32
08/12-08/18,GS240054-BJ20 大家书房-BJ-首开书院大家书房标准设计项目,,预算部,商务报价阶段(6h),6
08/12-08/18,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,,预算部,商务报价阶段(9h),9
08/12-08/18,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,,预算部,完成1F-2F给排水、暖通工程算量，出具清单,25
08/12-08/18,GS240059-BJ25 东来顺-BJ-新源里东来顺办公楼会客餐厅改造项目,,预算部,设计投标阶段（10h）,10
08/12-08/18,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,,预算部,商务报价阶段(16h),16
08/12-08/18,GS240062-BJ28 博彦科技中关村软件园二层会议区改造项目,,预算部,投标报价阶段,0.5
08/12-08/18,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,预算部,施工阶段（4h),4
08/12-08/18,GS240064-BJ30 北京大学燕京学堂设计项目,,预算部,施工报价调整（4.5h）,4.5
08/12-08/18,GS240067-BJ33 中信集团-BJ-18层办公室设计项目,,预算部,设计投标阶段（11h）,11
08/12-08/18,GS240067-BJ33 中信集团-BJ-18层办公室设计项目,,预算部,投标阶段（7h）,7
08/12-08/18,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,预算部,设计项目（1h）,1
08/12-08/18,GS240076-BJ39 伊藤忠华糖-BJ-正大中心办公室设计施工项目,,预算部,项目概算阶段（7h),7
08/12-08/18,GS240076-BJ39 伊藤忠华糖-BJ-正大中心办公室设计施工项目,,预算部,设计概算(1h),1
08/12-08/18,GS240083-BJ45 横琴大厦办公室改造项目,,预算部,设计概算阶段(3h),3
08/12-08/18,ISS24072-HZ05 杭州滨江慧港科技园A3-B栋5层综合场地网络改造项目,,预算部,竣工结算阶段（6h）,6
08/12-08/18,ISS24079-NJ06 南京江宁天域互联D1栋5层MAG华为原黄区撤场区域改回PC黄区项目,,预算部,竣工结算阶段（5h）,5
08/12-08/18,ISS24105-HF07 合肥蜀山区创新国际B15层TTR场地改造项目,,预算部,施工图纸报价阶段(13h),13
08/12-08/18,ISS24105-HF07 合肥蜀山区创新国际B15层TTR场地改造项目,,预算部,施工图纸报价阶段(3h),3
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,预算部,施工图纸报价阶段（6h),6
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,预算部,施工图纸报价阶段(12h),12
08/12-08/18,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,预算部,施工图纸报价阶段(6h),6
08/12-08/18,ISS24118-NJ07 南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,,预算部,施工图纸报价阶段（16h),16
08/12-08/18,ISS24123-XA07 西安高新区环普产业园A2幢7层MAG华为荣耀场地配线间机房空调维修改造项目,,预算部,施工图纸报价阶段（5h),5
08/12-08/18,ISS24124-HZ07 杭州慧港科技园A1栋5层6层MAG消费者场地窗帘改造项目,,预算部,施工阶段（1.5h）,1.5
08/12-08/18,ISS24128-CQ08 重庆两江新区互联网产业园二期6号楼11-12层DOS场地改造项目,,预算部,平面图纸概算阶段（2h）,2
08/12-08/18,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,,预算部,平面图纸概算阶段（6h）,6
08/12-08/18,ISS24131-BJ08 北京海淀软通总部大楼1层人形机器人实验室改造项目,,预算部,施工图纸报价阶段（8h),8
08/12-08/18,ISS24133-NJ08 南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目 ,,预算部,平面图纸概算阶段(19h),19
08/12-08/18,北京软通,,预算部,维修报价（1.5h),1.5
08/12-08/18,会议培训及行政类工作,,预算部,内审工作：周例会、周报格式更新、周报生成,12
08/12-08/18,全国软通,,预算部,维保报价（13h）,13
08/19-08/25,GS220080-BJ11 温哥华森林别墅设计施工项目,,IT部,沟通KTV方案，修改调整后发客户，待后续汇报。,1
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,IT部,华樾项目临时办公室电视故障，远程排查处理。,1
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,IT部,4层5层增项图纸绘制,5
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,IT部,现场与供应商沟通问题,4
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,IT部,根据方案调整，多次调整弱电施工图。与金老师、胡工沟通音视频方案等。根据金老师方案寻求供应商,31
08/19-08/25,GS240001-BJ01 2024年金尚源改造,,IT部,228房间与租户沟通弱电方案，绘制施工图,5
08/19-08/25,GS240017-BJ01 中信金属-BJ-办公室设计项目,,IT部,在客户公司参加智能化专题会，沟通讨论疑问清单等相关问题,4
08/19-08/25,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,IT部,①C栋暂停，会议沟通预留预埋等相关问题。,33
08/19-08/25,GS240035-BJ11 世贸国际公寓设计施工项目,,IT部,弱电材料设备确认，下单。调试网络设备,4
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,IT部,根据客户新需求，出图变更图,1
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,IT部,材料设备确认，下单，和劳务沟通施工进度计划,6
08/19-08/25,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,,IT部,沟通设备安装位置等问题,2
08/19-08/25,GS240064-BJ30 北京大学燕京学堂设计项目,,IT部,和臧婧沟通音视频方案，发供应商进行报价,1
08/19-08/25,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,IT部,内部交底会。根据最新方案，调整D栋弱电施工图。,23
08/19-08/25,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,,IT部,配合审计答疑及输出更新图纸,3
08/19-08/25,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,,IT部,与甲方IT确认机柜布局，出具布局图。施工过程进度监督，与施工人员进行周例会,4
08/19-08/25,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,,IT部,与甲方IT确认机柜布局，出具布局图。,1
08/19-08/25,ISS24058-WH04 武汉东湖高新区未来科技城F3栋3层MAG屏蔽房改造项目,,IT部,绘制并发出弱电洽商及弱电安防竣工图,3
08/19-08/25,ISS24076-WH05 武汉东湖高新区未来科技城F3栋3F、4F、6F、8F、13FMAG空间布局及门禁系统升级改造项目,,IT部,输出弱电洽商及弱电安防竣工图,3
08/19-08/25,ISS24085-BJ06 北京海淀软通总部大楼2层ICP保密实验室及1层实验室隔音改造项目,,IT部,寻找有保密资质集成商,1
08/19-08/25,ISS24088-JN06 济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,,IT部,与甲方IT确认机柜布局，出具布局图。,1
08/19-08/25,ISS24105-HF07 合肥蜀山区创新国际B15层TTR场地改造项目,,IT部,统计弱电材料，安排厂家发货，协调施工人员进场施工,2
08/19-08/25,ISS24111-SZ07 深圳龙岗区金荣达6栋及2栋1层MAG华为业务ODC场地门禁改造项目,,IT部,与熵基厂家，与客户沟通熵基门禁设备到货时间,2
08/19-08/25,ISS24119-SZ07 深圳交付中心新建设计项目,,IT部,倒PDF发送甲方,1
08/19-08/25,ISS24126-CS07 长沙岳麓区芯城科技园2栋24层MAG门禁系统升级改造项目,,IT部,与熵基厂家，与客户沟通熵基门禁设备到货时间。与项目经理，施工工长沟通场地施工。协调施工单位进场施工，协调甲方安排现场对接人,6
08/19-08/25,ISS24127-XA07 西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地改百度ODC业务场地项目,,IT部,对接新需求，输出弱电安防施工图,3
08/19-08/25,ISS24135-WH08 武汉东湖高新区未来科技城C2栋10层MAG会议室网络电路改造项目,,IT部,沟通需求，绘制图纸并发出。,3
08/19-08/25,ISS24137-SZ08 深圳南山科兴科学园C3栋14层INT腾讯业务ODC场地新建项目,,IT部,沟通需求，绘制图纸并发出。,6
08/19-08/25,ISS24138-SH08 上海浦东新区金闽园9号楼3层MAG场地门禁系统升级改造项目,,IT部,沟通需求，绘制图纸并发出。,3
08/19-08/25,ISS24139-WH08 武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,,IT部,新项目与客户开会，对接需求,3
08/19-08/25,IT部技术支持（WTL）,,IT部,WTL技术支持,26
08/19-08/25,IT部技术支持（金尚集团）,,IT部,金尚集团技术支持,29
08/19-08/25,IT部技术支持（金尚物业）,,IT部,金尚物业技术支持,10
08/19-08/25,IT部技术支持（租户）,,IT部,金尚丽租户技术支持,1
08/19-08/25,会议培训及行政类工作,,IT部,内部培训门禁系统工作原理，讲解门禁布线规则。,3
08/19-08/25,会议培训及行政类工作,,IT部,周例会等。,5
08/19-08/25,金尚支持工作,,IT部,金尚活动支持,12
08/19-08/25,GS220034-BJ04 华控展示中心项目,,采购部,售后维修,1
08/19-08/25,GS220080-BJ11 温哥华森林别墅设计施工项目,,采购部,"施工现场配合-材料对接,材料下单",4
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,采购部,"施工现场配合-材料对接,供货完成",7
08/19-08/25,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,采购部,材料下单,1
08/19-08/25,GS240035-BJ11 世贸国际公寓设计施工项目,,采购部,"材料下单,施工现场配合-材料对接",15
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,采购部,材料下单,1
08/19-08/25,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,,采购部,材料样板 设计选样,1
08/19-08/25,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,采购部,施工现场配合-材料对接,10
08/19-08/25,GS240064-BJ30 北京大学燕京学堂设计项目,,采购部,施工现场配合-材料对接,7
08/19-08/25,ISS23074-BJ04 北京通州信创园B区8栋18层装修工程项目,,采购部,配合整改,8
08/19-08/25,ISS23166-XA09 西安高新区环普产业园A2幢7层鸿蒙业务场地改MAG华为消费者终端交付件ODC场地项目,,采购部,结算阶段,1
08/19-08/25,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,,采购部,"施工现场配合-材料对接,材料下单",2
08/19-08/25,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,,采购部,"施工现场配合-材料对接,材料下单",2
08/19-08/25,ISS24031-XA03 西安高新区环普产业园A2幢13层MAG华为BPIT绿区ODC场地新建项目,,采购部,结算阶段,1
08/19-08/25,ISS24041-XA03 西安长安区沣东学研广场B座5层综合场地退租关联A座4层改造项目,,采购部,材料下单,1
08/19-08/25,ISS24088-JN06 济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,,采购部,"施工现场配合-材料对接,材料下单",2
08/19-08/25,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,采购部,"施工现场配合-材料对接,材料样板 设计选样",8
08/19-08/25,ISS24131-BJ08 北京海淀软通总部大楼1层人形机器人实验室改造项目,,采购部,"施工现场配合-材料对接,材料下单",2
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,机电部,4、5层施工图纸,30
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,机电部,施工图，报审图调整，现场配合,55
08/19-08/25,GS240017-BJ01 中信金属-BJ-办公室设计项目,,机电部,新增空调室外机布置方案及会议,4
08/19-08/25,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,机电部,机电图纸深化,39
08/19-08/25,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,机电部,根据物业意见调整图纸,4
08/19-08/25,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,机电部,C栋机电图纸绘制，D栋机电图纸根据平面图调整,113
08/19-08/25,ISS24075-WH05 武汉东湖高新区未来科技城C2栋10层MAG场地门禁系统升级改造项目,,机电部,洽商图及竣工图整理,2
08/19-08/25,ISS24102-WH07 武汉东湖高新区未来科技城F3栋3层MAG硬工场地空调升级改造项目,,机电部,洽商+竣工图纸,2
08/19-08/25,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,机电部,施工图报审图调整,18
08/19-08/25,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,,机电部,施工图深化,14
08/19-08/25,ISS24137-SZ08 深圳南山科兴科学园C3栋14层INT腾讯业务ODC场地新建项目,,机电部,方案配合预算,2
08/19-08/25,ISS24139-WH08 武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,,机电部,算量图纸,14
08/19-08/25,ISS24140-GZ08 广州黄埔广纳院本部园区1栋16层综合场地新建项目,,机电部,交底会议,4
08/19-08/25,GS230043-QG07 宝马摩托年度框架,,景观部,3T战略内容修改,6
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,景观部,发改委汇报,3
08/19-08/25,GS240001-BJ01 2024年金尚源改造,,景观部,人间草木植物更换采购摆放,12
08/19-08/25,GS240057-BJ23 北京大学兰园书院设计项目,,景观部,"方案汇报,新方案平面修改,新方案甲方汇报",8
08/19-08/25,GS240064-BJ30 北京大学燕京学堂设计项目,,景观部,"软装合同,软装家具确认,中期验收,天花修改方案,硬装材料确认",18
08/19-08/25,GS210096-BJ10 金尚澜设计施工项目,,内审部,1、完成天燃气工程合同（施工合同、设计合同、监理合同审核、调整等沟通工作）。,15
08/19-08/25,GS220034-BJ04 华控展示中心项目,,内审部,完成空调劳务阶段审核,5
08/19-08/25,GS240002-BJ01 2024年金尚丽改造,,内审部,完成最美教室消防劳务报价审核,3
