日期,项目,阶段,部门,具体任务,工时
08/19-08/25,会议培训及行政类工作,,内审部,红圈审批58个，协助完成金尚采购合同流程，及费用申请8个,7
08/19-08/25,金尚支持工作,,内审部,完成228办公室装修报价,7
08/19-08/25,金尚支持工作,,内审部,香江花园西侧扩建劳务报价审核,2
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,设计1部,"效果方案,施工配合",20
08/19-08/25,GS240000-GZWX 2024年合同额小于20万维修改造项目（百榕资本）,,设计1部,施工概算,1
08/19-08/25,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,,设计1部,施工配合,5
08/19-08/25,GS240040-SH03 立达学院-SH-上海立达学院第三餐厅设计项目,,设计1部,效果方案,27
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,设计1部,施工配合,12
08/19-08/25,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,,设计1部,扩初设计交底,1
08/19-08/25,GS240059-BJ25 东来顺-BJ-新源里东来顺办公楼会客餐厅改造项目,,设计1部,平面方案,2
08/19-08/25,会议培训及行政类工作,,设计1部,,9
08/19-08/25,金尚支持工作,,设计1部,,34
08/19-08/25,GS230065-BJ09 好年华服务式办公-北广大厦-设计项目,,设计2部,"平面方案,概念方案",25
08/19-08/25,GS230078-BJ11 北京嘉华学院设计项目,,设计2部,"家具材料及颜色选择,材料确认会",26
08/19-08/25,GS240026-BJ06 北京嘉华学院软装设计项目,,设计2部,材料确认会,13
08/19-08/25,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,设计2部,效果方案,92
08/19-08/25,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,设计2部,"效果方案更新,团队内部会议,内部方案沟通",33
08/19-08/25,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,设计2部,施工配合,3
08/19-08/25,GS240080-BJ42 北方投资北方创业出租汽车多功能休息室设计项目,,设计2部,概念方案,4
08/19-08/25,GS240085-BJ47 硕达国际货运办公室改造设计施工项目,,设计2部,"施工配合,平面方案",5
08/19-08/25,GS240086-HB03 燕京理工学院礼堂装修设计项目,,设计2部,,4
08/19-08/25,会议培训及行政类工作,,设计2部,,12.5
08/19-08/25,GS111 京东三号楼,,设计3部,"勘察现场,平面梳理",8
08/19-08/25,GS240006-QG02 宝马汽车2024-2026年年框设计项目,,设计3部,MINI,45
08/19-08/25,GS240017-BJ01 中信金属-BJ-办公室设计项目,,设计3部,"效果方案,平面方案,方案PPT更新,客户沟通",32
08/19-08/25,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,,设计3部,投标报价,9
08/19-08/25,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,设计3部,"效果方案,设计交底会,方案PPT更新,客户沟通,客户汇报及价格更新",49
08/19-08/25,GS240062-BJ28 博彦科技中关村软件园二层会议区改造项目,,设计3部,商务报价,1
08/19-08/25,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,设计3部,施工配合,7
08/19-08/25,GS240076-BJ39 伊藤忠华糖-BJ-正大中心办公室设计施工项目,,设计3部,深化报价及商务沟通,2
08/19-08/25,GS240079-BJ41 恋日国际B1办公室设计项目,,设计3部,"效果方案,平面方案",9
08/19-08/25,GS240082-BJ43 京东-BJ-酒综合展厅设计项目,,设计3部,"概念方案,甲方汇报会",23
08/19-08/25,会议培训及行政类工作,,设计3部,公司例会、部门例会,3
08/19-08/25,ISS23024-WH02 软通动力-武汉交付中心,,设计4部,扩初设计交底,24
08/19-08/25,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,设计4部,施工配合,80
08/19-08/25,ISS24133-NJ08 南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目 ,,设计4部,平面方案,80
08/19-08/25,ISS24140-GZ08 广州黄埔广纳院本部园区1栋16层综合场地新建项目,,设计4部,平面方案,32
08/19-08/25,GS111 京东三号楼,,深化部,甲方新需求变更图纸绘制,44
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,深化部,平面图纸审核，协调租户图纸问题等。,2
08/19-08/25,GS230078-BJ11 北京嘉华学院设计项目,,深化部,施工图纸根据现场格局调整,17
08/19-08/25,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,深化部,E栋节点图绘制,43
08/19-08/25,GS240023-GD02 华南农业大学珠江学院四会校区部分区域精装设计项目,,深化部,配合现场调整施工图,2
08/19-08/25,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,深化部,物业审图意见调整，根据最终平面调整施工图。,4
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,深化部,施工图绘制,10
08/19-08/25,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,,深化部,设计交底，施工图绘制,77
08/19-08/25,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,深化部,C栋餐厅图纸调整施工范围（返工），D栋设计变更图纸绘制，A栋图纸答疑等。,113
08/19-08/25,GS240085-BJ47 硕达国际货运办公室改造设计施工项目,,深化部,施工图绘制,4
08/19-08/25,会议培训及行政类工作,,深化部,部门标准建设、会议等,5
08/19-08/25,流程标准化工作,,深化部,1、完成公司施工图图框的更新。,40
08/19-08/25,GS210096-BJ10 金尚澜设计施工项目,,私宅部,"平面方案,需求对接",10
08/19-08/25,GS220080-BJ11 温哥华森林别墅设计施工项目,,私宅部,"施工配合,商务对接",3
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,私宅部,"平面方案更新,15层效果方案更新,效果方案,方案沟通,现场勘查",66
08/19-08/25,GS240035-BJ11 世贸国际公寓设计施工项目,,私宅部,"施工配合,材料确认会",2
08/19-08/25,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,,私宅部,"物料手册,设计交底",12
08/19-08/25,GS240054-BJ20 大家书房-BJ-首开书院大家书房标准设计项目,,私宅部,效果方案更新,16
08/19-08/25,GS240064-BJ30 北京大学燕京学堂设计项目,,私宅部,施工配合,1
08/19-08/25,会议培训及行政类工作,,私宅部,"商务追踪,团队内部会议,项目例会",5
08/19-08/25,GS230078-BJ11 北京嘉华学院设计项目,,业务部Lina,设计结算核对，申请进度款,2
08/19-08/25,GS240017-BJ01 中信金属-BJ-办公室设计项目,,业务部Lina,设计效果图，补充报图审流程，找三家设计院，走流程,3
08/19-08/25,GS240022-NX01 中国矿业大学银川学院一期工程（剧场、艺体馆及当代艺术馆）设计项目,,业务部Lina,已汇报，待通知,2
08/19-08/25,GS240023-GD02 华南农业大学珠江学院四会校区部分区域精装设计项目,,业务部Lina,设计结算，做设计增项洽商,2
08/19-08/25,GS240026-BJ06 北京嘉华学院软装设计项目,,业务部Lina,施工配合，设计结算，增加设计区域,3
08/19-08/25,GS240026-TJ01 天津嘉诚中学改造设计项目,,业务部Lina,现场配合，设计费申请,1
08/19-08/25,GS240028-BJ07 海淀文化艺术大厦设计项目,,业务部Lina,施工图中，启动预算清单,1
08/19-08/25,GS240036-BJ12 正午阳光影视公司,,业务部Lina,项目丢失，用项目做补偿,1
08/19-08/25,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,,业务部Lina,施工图中，设计费申请,1
08/19-08/25,GS240040-SH03 立达学院-SH-上海立达学院第三餐厅设计项目,,业务部Lina,第一笔设计费已付款，方案中,3
08/19-08/25,GS240049-GD03 华南农业大学珠江学院从化校区设计项目,,业务部Lina,待集团审批设计区域,0.1
08/19-08/25,GS240059-BJ25 东来顺-BJ-新源里东来顺办公楼会客餐厅改造项目,,业务部Lina,合同流程中，平面确定后启动效果图,5
08/19-08/25,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,,业务部Lina,平面更新，做估算，客户预算50-60万,6
08/19-08/25,GS240067-BJ33 中信集团-BJ-18层办公室设计项目,,业务部Lina,找三家设计院走投标流程,3
08/19-08/25,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,业务部Lina,申请效果图进度款已付款，发票待开,1
08/19-08/25,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,业务部Lina,合同返回，费用申请,3
08/19-08/25,GS240074-BJ37 北京利生体育用品商厦大楼改造项目,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,6
08/19-08/25,GS240075-BJ38 新中国儿童商店改造项目,,业务部Lina,立项跟踪,0.1
08/19-08/25,GS240080-BJ42 北方投资北方创业出租汽车多功能休息室设计项目,,业务部Lina,本周提交概念及平面，约汇报,0.2
08/19-08/25,GS240083-BJ45 横琴大厦办公室改造项目,,业务部Lina,改造立项，平面布置,0.1
08/19-08/25,GS240084-BJ46 中航技广场商业一期改造设计项目,,业务部Lina,提交概念方案，待结果,0.1
08/19-08/25,GS240086-HB03 燕京理工学院礼堂装修设计项目,,业务部Lina,提交初步资审文件,1
08/19-08/25,会议培训及行政类工作,,业务部Lina,周例会,1
08/19-08/25,宣传销售类工作,,业务部Lina,项目收款追踪，质保金，尾款,8
08/19-08/25,GS230031-SD05 歌尔观云公寓项目,,业务部Tina,,8
08/19-08/25,GS230067-BJ09 金尚城溪-设计施工项目,,业务部Tina,,16
08/19-08/25,GS240004-QG01 欧莱雅维保项目,,业务部Tina,武汉欧莱雅周检,3
08/19-08/25,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,业务部Tina,施工图纸输出,17.5
08/19-08/25,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,业务部Tina,项目方案沟通及跟进国贸审图进度,3
08/19-08/25,GS240035-BJ11 世贸国际公寓设计施工项目,,业务部Tina,,4
08/19-08/25,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,业务部Tina,,3
08/19-08/25,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,业务部Tina,,2
08/19-08/25,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,业务部Tina,确认家具方案，沟通家具深化图纸，色板准备工作,6
08/19-08/25,ISS24105-HF07 合肥蜀山区创新国际B15层TTR场地改造项目,,业务部Tina,现场施工,4
08/19-08/25,ISS24109-SY07 沈阳沈河区前海人寿金融中心21层CDS场地新建项目,,业务部Tina,现场施工,4
08/19-08/25,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,业务部Tina,现场施工,20
08/19-08/25,ISS24118-NJ07 南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,,业务部Tina,现场施工,8
08/19-08/25,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,,业务部Tina,施工图纸输出,10
08/19-08/25,ISS24133-NJ08 南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目 ,,业务部Tina,现场勘察,4
08/19-08/25,ISS24134-DG08 东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,,业务部Tina,平面方案输出及调整,4
08/19-08/25,北京软通,,业务部Tina,软通数字山谷修网线不通,2
08/19-08/25,北京软通,,业务部Tina,协调安排更换家具屏风玻璃的下单及更换及报价单,4
08/19-08/25,北京软通,,业务部Tina,软通一层人型实验室施工,54
08/19-08/25,广州软通,,业务部Tina,输出 广州天河广电科技大厦4层MAG华为DC业务ODC黄场地退租项目 平面方案,6
08/19-08/25,会议培训及行政类工作,,业务部Tina,周例会,1
08/19-08/25,会议培训及行政类工作,,业务部Tina,施工员考试,4
08/19-08/25,会议培训及行政类工作,,业务部Tina,,8
08/19-08/25,济南软通,,业务部Tina,协助输出项目相关文件,3
08/19-08/25,南京软通,,业务部Tina,输出南京雨花怡华4层开放区改黄区平面方案,6
08/19-08/25,全国软通,,业务部Tina,维修改造,4
08/19-08/25,全国软通,,业务部Tina,,3
08/19-08/25,全国软通,,业务部Tina,沟通协调 南京雨花怡华4层项目洽商图及竣工图 武汉东湖未来科技城3层项目洽商图及竣工图,4
08/19-08/25,全国软通,,业务部Tina,输出 西安环普E栋3层项目竣工图，北京海淀3层DOS项目竣工图,5
08/19-08/25,全国软通,,业务部Tina,小维修跟进安排施工等,13
08/19-08/25,全国软通,,业务部Tina,结算项目跟进整理洽商及结算进度、项目进场资料协助处理,25
08/19-08/25,全国软通,,业务部Tina,处理项目邮件；跟进项目进度梳理流程；签署项目合同；解决客户、审计相关项目问题及各部门沟通衔接。,29
08/19-08/25,全国软通,,业务部Tina,深圳项目、广州项目、西安项目，远程施工把控，远程沟通项目物业及甲方。,50
08/19-08/25,深圳软通,,业务部Tina,平面方案输出及调整,6
08/19-08/25,武汉软通,,业务部Tina,竣工图纸调整,2
08/19-08/25,武汉软通,,业务部Tina,武汉未来科技城F3栋6层C2栋10层监控维修跟进，,6
08/19-08/25,武汉软通,,业务部Tina,输出 武汉东湖高新区光谷信息城软件新城2期C15栋3层MAG黄区改场地造项目平面方案,6
08/19-08/25,武汉软通,,业务部Tina,武汉未来科技城F3栋3-13层对接园区验收门禁施工项目；C2栋10层找物业沟通退押金,9
08/19-08/25,武汉软通,,业务部Tina,武汉花山C15栋4层机房七氟丙烷灭火器无压力查看；1层大屏更换主板测试；5层监控下电封存,9
08/19-08/25,武汉软通,,业务部Tina,武汉未来科技城B2栋9层项目对接设计现场问题,9
08/19-08/25,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,,预算部,结算阶段（12h),12
08/19-08/25,GS220034-BJ04 华控展示中心项目,,预算部,竣工结算阶段,11
08/19-08/25,GS220060-SD08 丹拿汽车实验室,,预算部,竣工结算阶段,2.5
08/19-08/25,GS220080-BJ11 温哥华森林别墅设计施工项目,,预算部,在施项目（4h）,4
08/19-08/25,GS230012-BJ03 菁英茶总部装饰装修工程,,预算部,竣工项目(2h),2
08/19-08/25,GS230031-SD05 歌尔观云公寓项目,,预算部,项目已完工结算阶段（8h）,8
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（1h）,1
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（4h）,4
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（4h）,4
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（8h）,8
08/19-08/25,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,预算部,在施项目（32h）,32
08/19-08/25,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,结算阶段（1h）,1
08/19-08/25,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,概算阶段（6h）,6
08/19-08/25,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,公司年度维修（8h）,8
08/19-08/25,GS240000-GZWX 2024年合同额小于20万维修改造项目,,预算部,零星工作,8.5
08/19-08/25,GS240004-QG01 欧莱雅维保项目,,预算部,维修报价（2.5h）,2.5
08/19-08/25,GS240013-SH01 上海联江芯亚芯科技园2号楼7楼局部装修施工项目,,预算部,竣工结算阶段,1
08/19-08/25,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,,预算部,投标项目（12h）,12
08/19-08/25,GS240026-BJ06 北京嘉华学院软装设计项目,,预算部,设计项目（1h),1
08/19-08/25,GS240026-TJ01 天津嘉诚中学改造设计项目,,预算部,设计项目（2h),2
08/19-08/25,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,,预算部,设计项目（1h),1
08/19-08/25,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,预算部,施工项目：(1h）,4
